12229,袖ケ浦市,袖ケ浦市
12230,八街市,八街市
12231,印西市,印西市
12232,白井市,白井市
12233,富里市,富里市
12305,東葛飾郡沼南町,沼南町
12322,印旛郡酒々井町,酒々井町
12325,印旛郡印旛村,印旛村
12326,印旛郡白井町,白井町
12328,印旛郡本埜村,本埜村
12329,印旛郡栄町,栄町
12343,香取郡大栄町,大栄町
12347,香取郡多古町,多古町
12402,大網白里町,大網白里町
12409,山武郡芝山町,芝山町
13101,千代田区,千代田区
13102,中央区,中央区
13103,港区,港区
13104,新宿区,新宿区
13105,文京区,文京区
13106,台東区,台東区
13107,墨田区,墨田区
13108,江東区,江東区
13109,品川区,品川区
13110,目黒区,目黒区
13111,大田区,大田区
13112,世田谷区,世田谷区
13113,渋谷区,渋谷区
13114,中野区,中野区
13115,杉並区,杉並区
13116,豊島区,豊島区
13117,北区,北区
13118,荒川区,荒川区
13119,板橋区,板橋区
13120,練馬区,練馬区
13121,足立区,足立区
13122,葛飾区,葛飾区
13123,江戸川区,江戸川区
13201,八王子市,八王子市
13202,立川市,立川市
13203,武蔵野市,武蔵野市
13204,三鷹市,三鷹市
13206,府中市,府中市
13207,昭島市,昭島市
13208,調布市,調布市
13209,町田市,町田市
13210,小金井市,小金井市
13211,小平市,小平市
13212,日野市,日野市
13213,東村山市,東村山市
13214,国分寺市,国分寺市
13215,国立市,国立市
13219,狛江市,狛江市
13220,東大和市,東大和市
13221,清瀬市,清瀬市
13222,東久留米市,東久留米市
13223,武蔵村山市,武蔵村山市
13224,多摩市,多摩市
13225,稲城市,稲城市
13229,西東京市,西東京市
14101,横浜市鶴見区,鶴見区
14102,横浜市神奈川区,神奈川区
14103,横浜市西区,西区
14104,横浜市中区,中区
14105,横浜市南区,南区
14106,横浜市保土ケ谷区,保土ケ谷区
14107,横浜市磯子区,磯子区
14108,横浜市金沢区,金沢区
14109,横浜市港北区,港北区
14110,横浜市戸塚区,戸塚区
14111,横浜市港南区,港南区
14112,横浜市旭区,旭区
14113,横浜市緑区,緑区
14114,横浜市瀬谷区,瀬谷区
14115,横浜市栄区,栄区
14116,横浜市泉区,泉区
14117,横浜市青葉区,青葉区
14118,横浜市都筑区,都筑区
14131,川崎市川崎区,川崎区
14132,川崎市幸区,幸区
14133,川崎市中原区,中原区
14134,川崎市高津区,高津区
14135,川崎市多摩区,多摩区
14136,川崎市宮前区,宮前区
14137,川崎市麻生区,麻生区
14151,相模原市緑区,緑区
14152,相模原市中央区,中央区
14153,相模原市南区,南区
14201,横須賀市,横須賀市
14203,平塚市,平塚市
14204,鎌倉市,鎌倉市
14205,藤沢市,藤沢市
14207,茅ケ崎市,茅ケ崎市
14208,逗子市,逗子市
14209,相模原市,相模原市
14210,三浦市,三浦市
14213,大和市,大和市
14215,海老名市,海老名市
14216,座間市,座間市
14217,南足柄市,南足柄市
14218,綾瀬市,綾瀬市
14301,三浦郡葉山町,葉山町
14321,高座郡寒川町,寒川町
14341,中郡大磯町,大磯町
14361,足柄上郡中井町,中井町
14366,足柄上郡開成町,開成町
14421,津久井郡城山町,城山町
19201,甲府市,甲府市
19383,中巨摩郡玉穂町,玉穂町
19384,昭和市,昭和市
20201,長野市,長野市
99999,他,他
