814678,54138,54138,44480,13121,足立区
814678,92750,92750,44480,13122,葛飾区
814679,9096,9096,44481,13122,葛飾区
814679,23254,23254,44481,13123,江戸川区
814680,39727,39727,44482,13122,葛飾区
814681,275,275,44482,13122,葛飾区
814680,22033,22033,44482,13123,江戸川区
814683,2487,2487,44483,11203,川口市
814686,455,455,44483,11203,川口市
814685,125,125,44483,11203,川口市
814683,36547,36547,44483,11221,草加市
814682,6192,6192,44483,11221,草加市
814683,75,75,44483,11234,八潮市
814684,2,2,44483,11234,八潮市
814683,244,244,44483,13121,足立区
814684,851,851,44483,13121,足立区
814690,104,104,44484,11234,八潮市
814687,472,472,44484,11237,三郷市
814688,207,207,44484,11237,三郷市
814689,553,553,44484,11237,三郷市
814690,2522,2522,44484,11237,三郷市
814691,125,125,44484,11237,三郷市
814692,496,496,44484,11237,三郷市
814693,137,137,44484,11237,三郷市
814694,117,117,44484,11237,三郷市
814695,50,50,44484,11237,三郷市
814696,9676,9676,44485,13117,北区
814696,3427,3427,44485,13119,板橋区
814697,2183,2183,44485,13119,板橋区
814698,519,519,44485,13119,板橋区
814699,177,177,44485,13119,板橋区
814700,48947,48947,44486,13119,板橋区
814701,68002,68002,44487,13119,板橋区
814701,6422,6422,44487,13120,練馬区
814702,9534,9534,44488,13116,豊島区
814702,237,237,44488,13117,北区
814702,46425,46425,44488,13119,板橋区
814703,23241,23241,44489,13119,板橋区
814703,12,12,44489,13120,練馬区
814704,58458,58458,44490,13108,江東区
814705,97,97,44491,11221,草加市
814706,2517,2517,44491,11221,草加市
814707,753,753,44491,11221,草加市
814708,604,604,44491,11221,草加市
814709,3,3,44491,11234,八潮市
814712,168,168,44492,11221,草加市
814714,67,67,44492,11221,草加市
814710,633,633,44492,11221,草加市
814711,1006,1006,44492,11234,八潮市
814712,558,558,44492,11234,八潮市
814713,1,1,44492,11234,八潮市
814714,9,9,44492,11234,八潮市
814710,3270,3270,44492,11234,八潮市
814713,200,200,44492,13121,足立区
814719,257,257,44493,11237,三郷市
814715,11794,11794,44493,11237,三郷市
814716,1803,1803,44493,11237,三郷市
814717,87,87,44493,11237,三郷市
814718,166,166,44493,11237,三郷市
814720,4745,4745,44494,11237,三郷市
814721,213,213,44494,11237,三郷市
814722,20716,20716,44495,13123,江戸川区
814723,6939,6939,44496,13118,荒川区
814724,6003,6003,44497,13123,江戸川区
814725,30920,30920,44498,13123,江戸川区
814726,34993,34993,44499,13123,江戸川区
814727,26228,26228,44500,13122,葛飾区
814728,971,971,44500,13122,葛飾区
814730,16,16,44501,13123,江戸川区
814729,36980,36980,44501,13123,江戸川区
814731,40469,40469,44502,13123,江戸川区
814732,26647,26647,44503,13122,葛飾区
814732,454,454,44503,13123,江戸川区
814733,7541,7541,44504,13101,千代田区
814733,69528,69528,44504,13102,中央区
814733,1095,1095,44504,13103,港区
814737,24099,24099,44505,13108,江東区
814738,300,300,44505,13108,江東区
814739,34,34,44505,13108,江東区
814740,56,56,44505,13108,江東区
814734,11177,11177,44505,13108,江東区
814735,54,54,44505,13108,江東区
814736,2433,2433,44505,13108,江東区
814745,2577,2577,44506,13103,港区
814746,50,50,44506,13108,江東区
814741,239,239,44506,13108,江東区
814742,4293,4293,44506,13108,江東区
814743,101,101,44506,13108,江東区
814744,1691,1691,44506,13108,江東区
814741,1,1,44506,13109,品川区
814745,1,1,44506,13109,品川区
814747,674,674,44507,11221,草加市
814748,7857,7857,44508,11234,八潮市
814749,237,237,44508,11234,八潮市
814750,608,608,44509,11237,三郷市
814751,5678,5678,44509,11237,三郷市
814752,54747,54747,44510,13123,江戸川区
814753,73490,73490,44511,13107,墨田区
814753,42,42,44511,13108,江東区
814754,19,19,44512,13107,墨田区
814754,64574,64574,44512,13108,江東区
814755,40431,40431,44513,13121,足立区
814756,442,442,44514,13121,足立区
814757,3988,3988,44514,13121,足立区
814758,444,444,44514,13121,足立区
814759,6187,6187,44515,13121,足立区
814760,10754,10754,44516,13116,豊島区
814760,30308,30308,44516,13117,北区
814760,16,16,44516,13119,板橋区
814761,44179,44179,44517,13117,北区
814761,3085,3085,44517,13118,荒川区
814762,68631,68631,44518,13108,江東区
814763,44693,44693,44519,13117,北区
814763,21985,21985,44519,13119,板橋区
814764,7949,7949,44520,13117,北区
814764,44305,44305,44520,13118,荒川区
814765,62,62,44521,11203,川口市
814765,1,1,44521,11221,草加市
814765,44075,44075,44521,13121,足立区
814766,45945,45945,44522,13203,武蔵野市
814766,1888,1888,44522,13204,三鷹市
814767,89,89,44523,13120,練馬区
814767,5664,5664,44523,13203,武蔵野市
814767,9797,9797,44523,13210,小金井市
814767,8333,8333,44523,13211,小平市
814767,546,546,44523,13222,東久留米市
814767,38251,38251,44523,13229,西東京市
814768,20510,20510,44524,13112,世田谷区
814768,4890,4890,44524,13115,杉並区
814768,24554,24554,44524,13204,三鷹市
814768,19765,19765,44524,13208,調布市
814769,883,883,44525,13204,三鷹市
814769,1723,1723,44525,13206,府中市
814769,62150,62150,44525,13208,調布市
814769,13167,13167,44525,13219,狛江市
814770,761,761,44526,11208,所沢市
814770,3386,3386,44526,11230,新座市
814770,623,623,44526,13211,小平市
814770,24379,24379,44526,13213,東村山市
814770,27087,27087,44526,13221,清瀬市
814771,77,77,44526,13221,清瀬市
814770,8782,8782,44526,13222,東久留米市
814772,3193,3193,44527,13202,立川市
814772,20272,20272,44527,13211,小平市
814772,22009,22009,44527,13214,国分寺市
814773,58284,58284,44528,13206,府中市
814774,58,58,44528,13206,府中市
814773,17,17,44528,13208,調布市
814774,22,22,44528,13208,調布市
814775,829,829,44529,11229,和光市
814776,420,420,44529,11229,和光市
814775,28958,28958,44529,13120,練馬区
814776,8710,8710,44529,13120,練馬区
814777,697,697,44530,13115,杉並区
814777,61765,61765,44530,13120,練馬区
814777,1228,1228,44530,13229,西東京市
814778,2900,2900,44531,11230,新座市
814779,17563,17563,44531,11230,新座市
814780,140,140,44531,11230,新座市
814781,39,39,44531,11230,新座市
814779,18,18,44531,13221,清瀬市
814783,3554,3554,44532,13202,立川市
814782,8084,8084,44532,13202,立川市
814782,4,4,44532,13207,昭島市
814782,9,9,44532,13220,東大和市
814782,2,2,44532,13223,武蔵村山市
814784,55733,55733,44533,13112,世田谷区
814784,48,48,44533,13115,杉並区
814784,6267,6267,44533,13208,調布市
814785,2,2,44534,13202,立川市
814785,10021,10021,44534,13211,小平市
814785,17301,17301,44534,13213,東村山市
814785,21658,21658,44534,13220,東大和市
814786,4,4,44535,13204,三鷹市
814786,10718,10718,44535,13206,府中市
814786,29690,29690,44535,13210,小金井市
814786,14459,14459,44535,13214,国分寺市
814787,133,133,44535,13214,国分寺市
814788,6968,6968,44536,11230,新座市
814788,10,10,44536,13120,練馬区
814788,3430,3430,44536,13222,東久留米市
814788,41738,41738,44536,13229,西東京市
814790,576,576,44537,13202,立川市
814789,27277,27277,44537,13202,立川市
814789,6648,6648,44537,13206,府中市
814789,3512,3512,44537,13214,国分寺市
814789,26800,26800,44537,13215,国立市
814791,27622,27622,44538,13206,府中市
814792,73,73,44538,13206,府中市
814793,10,10,44538,13206,府中市
814794,12,12,44538,13206,府中市
814795,514,514,44538,13206,府中市
814791,1032,1032,44538,13215,国立市
814795,463,463,44538,13215,国立市
814796,604,604,44539,13202,立川市
814797,27921,27921,44540,13202,立川市
814797,8980,8980,44540,13214,国分寺市
814797,3932,3932,44540,13215,国立市
814798,1428,1428,44541,11208,所沢市
814798,9349,9349,44541,13213,東村山市
814798,6721,6721,44541,13220,東大和市
814799,3946,3946,44542,11230,新座市
814799,677,677,44542,13211,小平市
814799,31278,31278,44542,13222,東久留米市
814799,8575,8575,44542,13229,西東京市
814800,424,424,44543,11229,和光市
814800,7011,7011,44543,11230,新座市
814800,34780,34780,44543,13120,練馬区
814800,142,142,44543,13229,西東京市
814801,4256,4256,44544,13112,世田谷区
814801,56592,56592,44544,13115,杉並区
814801,7946,7946,44544,13203,武蔵野市
814801,239,239,44544,13204,三鷹市
814802,10727,10727,44545,13203,武蔵野市
814802,58823,58823,44545,13204,三鷹市
814802,8364,8364,44545,13208,調布市
814802,1073,1073,44545,13210,小金井市
814803,42280,42280,44546,13115,杉並区
814803,23625,23625,44546,13120,練馬区
814803,7336,7336,44546,13203,武蔵野市
814803,147,147,44546,13229,西東京市
814804,18350,18350,44547,13112,世田谷区
814804,14643,14643,44547,13208,調布市
814804,27545,27545,44547,13219,狛江市
814805,18851,18851,44548,13210,小金井市
814805,35878,35878,44548,13211,小平市
814805,1523,1523,44548,13213,東村山市
814805,7742,7742,44548,13214,国分寺市
814806,1577,1577,44549,14106,横浜市保土ケ谷区
814808,169,169,44549,14106,横浜市保土ケ谷区
814809,28,28,44549,14106,横浜市保土ケ谷区
814806,9493,9493,44549,14112,横浜市旭区
814807,7284,7284,44549,14112,横浜市旭区
814808,96,96,44549,14112,横浜市旭区
814810,217,217,44549,14112,横浜市旭区
814811,52,52,44549,14112,横浜市旭区
814812,204,204,44549,14112,横浜市旭区
814813,632,632,44549,14112,横浜市旭区
814806,11064,11064,44549,14113,横浜市緑区
814814,593,593,44550,14113,横浜市緑区
814815,1506,1506,44550,14113,横浜市緑区
814817,868,868,44550,14113,横浜市緑区
814815,47633,47633,44550,14117,横浜市青葉区
814816,40,40,44550,14117,横浜市青葉区
814818,21,21,44551,14109,横浜市港北区
814818,9150,9150,44551,14117,横浜市青葉区
814822,34,34,44551,14118,横浜市都筑区
814823,30,30,44551,14118,横浜市都筑区
814824,254,254,44551,14118,横浜市都筑区
814818,36245,36245,44551,14118,横浜市都筑区
814819,615,615,44551,14118,横浜市都筑区
814820,3354,3354,44551,14118,横浜市都筑区
814821,20,20,44551,14118,横浜市都筑区
814825,17594,17594,44552,14117,横浜市青葉区
814825,3245,3245,44552,14136,川崎市宮前区
814826,113,113,44553,14133,川崎市中原区
814828,365,365,44553,14134,川崎市高津区
814836,341,341,44553,14134,川崎市高津区
814829,2075,2075,44553,14134,川崎市高津区
814837,100,100,44553,14134,川崎市高津区
814830,149,149,44553,14134,川崎市高津区
814826,48942,48942,44553,14134,川崎市高津区
814834,299,299,44553,14134,川崎市高津区
814827,944,944,44553,14134,川崎市高津区
814831,1649,1649,44553,14135,川崎市多摩区
814832,840,840,44553,14135,川崎市多摩区
814833,211,211,44553,14135,川崎市多摩区
814834,173,173,44553,14135,川崎市多摩区
814827,1646,1646,44553,14135,川崎市多摩区
814835,3677,3677,44553,14135,川崎市多摩区
814832,137,137,44553,14136,川崎市宮前区
814833,3238,3238,44553,14136,川崎市宮前区
814826,632,632,44553,14136,川崎市宮前区
814838,1,1,44554,14132,川崎市幸区
814838,42224,42224,44554,14133,川崎市中原区
814839,25288,25288,44555,14109,横浜市港北区
814839,198,198,44555,14118,横浜市都筑区
814840,7,7,44555,14118,横浜市都筑区
814839,1654,1654,44555,14133,川崎市中原区
814839,5480,5480,44555,14134,川崎市高津区
814840,1715,1715,44555,14134,川崎市高津区
814841,13881,13881,44556,14132,川崎市幸区
814841,10306,10306,44556,14133,川崎市中原区
814851,927,927,44557,14131,川崎市川崎区
814852,38,38,44557,14131,川崎市川崎区
814842,38944,38944,44557,14131,川崎市川崎区
814853,10,10,44557,14131,川崎市川崎区
814843,1627,1627,44557,14131,川崎市川崎区
814854,235,235,44557,14131,川崎市川崎区
814844,168,168,44557,14131,川崎市川崎区
814855,18,18,44557,14131,川崎市川崎区
814845,92,92,44557,14131,川崎市川崎区
814846,8,8,44557,14131,川崎市川崎区
814847,43,43,44557,14131,川崎市川崎区
814848,88,88,44557,14131,川崎市川崎区
814849,31,31,44557,14131,川崎市川崎区
814850,1583,1583,44557,14131,川崎市川崎区
814856,31909,31909,44558,14101,横浜市鶴見区
814857,2577,2577,44559,14101,横浜市鶴見区
814858,67,67,44559,14101,横浜市鶴見区
814857,289,289,44559,14102,横浜市神奈川区
814857,33091,33091,44559,14109,横浜市港北区
814858,14,14,44559,14109,横浜市港北区
814859,279,279,44560,14102,横浜市神奈川区
814860,396,396,44560,14102,横浜市神奈川区
814861,6586,6586,44560,14102,横浜市神奈川区
814859,5914,5914,44560,14103,横浜市西区
814859,19336,19336,44560,14106,横浜市保土ケ谷区
814861,837,837,44560,14106,横浜市保土ケ谷区
814861,982,982,44560,14109,横浜市港北区
814862,50192,50192,44561,14105,横浜市南区
814863,3599,3599,44561,14106,横浜市保土ケ谷区
814864,236,236,44561,14106,横浜市保土ケ谷区
814862,1888,1888,44561,14106,横浜市保土ケ谷区
814862,15898,15898,44561,14107,横浜市磯子区
814863,1205,1205,44561,14110,横浜市戸塚区
814862,3203,3203,44561,14111,横浜市港南区
814865,33450,33450,44562,14103,横浜市西区
814866,58,58,44562,14103,横浜市西区
814867,90,90,44562,14103,横浜市西区
814865,7107,7107,44562,14104,横浜市中区
814865,7087,7087,44562,14105,横浜市南区
814865,904,904,44562,14106,横浜市保土ケ谷区
814869,935,935,44563,14102,横浜市神奈川区
814868,12466,12466,44563,14102,横浜市神奈川区
814870,15477,15477,44564,14104,横浜市中区
814870,1083,1083,44564,14107,横浜市磯子区
814871,11,11,44565,14101,横浜市鶴見区
814872,19,19,44565,14101,横浜市鶴見区
814873,8369,8369,44565,14101,横浜市鶴見区
814874,5,5,44565,14101,横浜市鶴見区
814873,3008,3008,44565,14102,横浜市神奈川区
814875,32425,32425,44566,14101,横浜市鶴見区
814875,12772,12772,44566,14102,横浜市神奈川区
814877,4,4,44567,14133,川崎市中原区
814878,6015,6015,44567,14133,川崎市中原区
814876,13138,13138,44567,14133,川崎市中原区
814876,2653,2653,44567,14134,川崎市高津区
814878,15027,15027,44567,14134,川崎市高津区
814878,95,95,44567,14136,川崎市宮前区
814879,277,277,44568,14103,横浜市西区
814879,112,112,44568,14104,横浜市中区
814880,1400,1400,44569,14101,横浜市鶴見区
814881,18,18,44569,14101,横浜市鶴見区
814882,33,33,44569,14101,横浜市鶴見区
814883,59,59,44569,14101,横浜市鶴見区
814880,35137,35137,44569,14131,川崎市川崎区
814881,68,68,44569,14131,川崎市川崎区
814888,343,343,44570,14102,横浜市神奈川区
814884,3840,3840,44570,14102,横浜市神奈川区
814889,1889,1889,44570,14102,横浜市神奈川区
814890,29,29,44570,14102,横浜市神奈川区
814891,615,615,44570,14102,横浜市神奈川区
814888,4135,4135,44570,14106,横浜市保土ケ谷区
814885,245,245,44570,14109,横浜市港北区
814891,49,49,44570,14109,横浜市港北区
814884,3125,3125,44570,14109,横浜市港北区
814888,650,650,44570,14112,横浜市旭区
814885,1290,1290,44570,14113,横浜市緑区
814886,1513,1513,44570,14113,横浜市緑区
814887,3323,3323,44570,14113,横浜市緑区
814888,7427,7427,44570,14113,横浜市緑区
814884,3138,3138,44570,14113,横浜市緑区
814892,2123,2123,44571,14102,横浜市神奈川区
814892,13768,13768,44571,14106,横浜市保土ケ谷区
814893,40,40,44571,14106,横浜市保土ケ谷区
814894,1877,1877,44571,14106,横浜市保土ケ谷区
814892,118,118,44571,14112,横浜市旭区
814893,8999,8999,44571,14112,横浜市旭区
814894,1226,1226,44571,14112,横浜市旭区
814896,16,16,44572,14117,横浜市青葉区
814895,31742,31742,44572,14117,横浜市青葉区
814895,81,81,44572,14136,川崎市宮前区
814896,1,1,44572,14137,川崎市麻生区
814895,2442,2442,44572,14137,川崎市麻生区
814897,1549,1549,44573,14102,横浜市神奈川区
814906,8939,8939,44574,14109,横浜市港北区
814907,454,454,44574,14109,横浜市港北区
814898,11938,11938,44574,14109,横浜市港北区
814899,5,5,44574,14109,横浜市港北区
814900,373,373,44574,14109,横浜市港北区
814901,20,20,44574,14109,横浜市港北区
814903,127,127,44574,14109,横浜市港北区
814904,19,19,44574,14109,横浜市港北区
814905,25,25,44574,14118,横浜市都筑区
814902,252,252,44574,14118,横浜市都筑区
814908,30886,30886,44575,14109,横浜市港北区
814908,470,470,44575,14133,川崎市中原区
814909,23249,23249,44576,14102,横浜市神奈川区
814909,21291,21291,44576,14109,横浜市港北区
814910,38311,38311,44577,14102,横浜市神奈川区
814910,10898,10898,44577,14103,横浜市西区
814911,35,35,44577,14103,横浜市西区
814910,30,30,44577,14109,横浜市港北区
814912,1,1,44578,14105,横浜市南区
814912,27015,27015,44578,14106,横浜市保土ケ谷区
814912,15,15,44578,14112,横浜市旭区
814913,40800,40800,44579,14133,川崎市中原区
814914,1524,1524,44579,14133,川崎市中原区
814915,4307,4307,44580,14101,横浜市鶴見区
814917,10849,10849,44580,14101,横浜市鶴見区
814917,40,40,44580,14131,川崎市川崎区
814915,13904,13904,44580,14132,川崎市幸区
814916,924,924,44580,14132,川崎市幸区
814917,3403,3403,44580,14132,川崎市幸区
814918,2735,2735,44581,14101,横浜市鶴見区
814918,37394,37394,44581,14132,川崎市幸区
814919,1203,1203,44582,14133,川崎市中原区
814921,472,472,44583,14117,横浜市青葉区
814920,152,152,44583,14118,横浜市都筑区
814921,27373,27373,44583,14118,横浜市都筑区
814921,803,803,44583,14136,川崎市宮前区
814922,8,8,44584,14117,横浜市青葉区
814922,541,541,44584,14118,横浜市都筑区
814924,55,55,44584,14134,川崎市高津区
814925,185,185,44584,14134,川崎市高津区
814922,918,918,44584,14134,川崎市高津区
814922,18633,18633,44584,14136,川崎市宮前区
814923,178,178,44584,14136,川崎市宮前区
814924,2162,2162,44584,14136,川崎市宮前区
814925,108,108,44584,14136,川崎市宮前区
814926,81,81,44585,14117,横浜市青葉区
814926,7907,7907,44585,14134,川崎市高津区
814926,37917,37917,44585,14136,川崎市宮前区
814927,3480,3480,44585,14136,川崎市宮前区
814928,25847,25847,44586,14101,横浜市鶴見区
814928,24106,24106,44586,14131,川崎市川崎区
814929,469,469,44586,14131,川崎市川崎区
814930,56236,56236,44587,14104,横浜市中区
814931,637,637,44587,14104,横浜市中区
814932,274,274,44587,14104,横浜市中区
814930,23132,23132,44587,14105,横浜市南区
814935,124,124,44588,13209,町田市
814937,89,89,44588,14153,相模原市南区
814933,25940,25940,44588,14153,相模原市南区
814934,238,238,44588,14153,相模原市南区
814935,4215,4215,44588,14153,相模原市南区
814936,369,369,44588,14153,相模原市南区
814946,117,117,44589,14152,相模原市中央区
814947,440,440,44589,14152,相模原市中央区
814938,20461,20461,44589,14152,相模原市中央区
814948,562,562,44589,14152,相模原市中央区
814939,335,335,44589,14152,相模原市中央区
814949,483,483,44589,14152,相模原市中央区
814940,3,3,44589,14152,相模原市中央区
814941,59,59,44589,14152,相模原市中央区
814951,8,8,44589,14152,相模原市中央区
814944,800,800,44589,14152,相模原市中央区
814945,4,4,44589,14152,相模原市中央区
814950,6,6,44589,14153,相模原市南区
814942,1851,1851,44589,14153,相模原市南区
814943,121,121,44589,14153,相模原市南区
814945,91,91,44589,14153,相模原市南区
814952,32699,32699,44590,13209,町田市
814953,669,669,44590,13209,町田市
814954,1477,1477,44590,13209,町田市
814952,136,136,44590,14113,横浜市緑区
814952,6764,6764,44590,14117,横浜市青葉区
814955,34673,34673,44591,13209,町田市
814955,1269,1269,44591,14153,相模原市南区
814957,150,150,44592,13225,稲城市
814956,1014,1014,44592,14135,川崎市多摩区
814957,13756,13756,44592,14135,川崎市多摩区
814958,1448,1448,44592,14135,川崎市多摩区
814959,21520,21520,44592,14135,川崎市多摩区
814960,3991,3991,44592,14135,川崎市多摩区
814961,3089,3089,44592,14135,川崎市多摩区
814962,246,246,44592,14135,川崎市多摩区
814957,93,93,44592,14137,川崎市麻生区
814963,4152,4152,44593,13201,八王子市
814965,554,554,44593,13201,八王子市
814965,2,2,44593,13209,町田市
814964,818,818,44593,13212,日野市
814963,4226,4226,44593,13224,多摩市
814964,39234,39234,44593,13224,多摩市
814965,14451,14451,44593,13224,多摩市
814968,2454,2454,44594,13201,八王子市
814976,1,1,44594,13201,八王子市
814971,5261,5261,44594,13201,八王子市
814972,163,163,44594,13201,八王子市
814966,30,30,44594,13201,八王子市
814973,282,282,44594,13201,八王子市
814967,905,905,44594,13201,八王子市
814975,2243,2243,44594,13201,八王子市
814975,548,548,44594,13212,日野市
814968,13729,13729,44594,13212,日野市
814976,3103,3103,44594,13212,日野市
814969,1029,1029,44594,13212,日野市
814970,1369,1369,44594,13212,日野市
814974,1479,1479,44594,13212,日野市
814967,1,1,44594,13212,日野市
814967,1287,1287,44594,13224,多摩市
814968,859,859,44594,13224,多摩市
814977,4784,4784,44595,13201,八王子市
814978,1860,1860,44595,13201,八王子市
814979,415,415,44595,13201,八王子市
814980,3694,3694,44595,13201,八王子市
814981,74,74,44595,13201,八王子市
814982,464,464,44595,13212,日野市
814977,42542,42542,44595,13212,日野市
814980,3,3,44595,13212,日野市
814983,51982,51982,44596,13201,八王子市
814984,258,258,44596,13201,八王子市
814985,18204,18204,44597,13201,八王子市
814986,16739,16739,44597,13201,八王子市
814987,603,603,44597,13201,八王子市
814988,89,89,44597,13201,八王子市
814989,33,33,44597,13201,八王子市
814990,338,338,44597,13201,八王子市
814991,289,289,44598,13209,町田市
814992,719,719,44598,14151,相模原市緑区
814993,941,941,44598,14151,相模原市緑区
814994,383,383,44598,14151,相模原市緑区
814995,1234,1234,44598,14151,相模原市緑区
814996,4112,4112,44598,14151,相模原市緑区
814997,5,5,44598,14151,相模原市緑区
814998,362,362,44598,14151,相模原市緑区
814991,12248,12248,44598,14151,相模原市緑区
814991,67,67,44598,14152,相模原市中央区
814994,363,363,44598,14152,相模原市中央区
814995,1339,1339,44598,14152,相模原市中央区
815000,105,105,44599,13209,町田市
815001,494,494,44599,13209,町田市
814999,6028,6028,44599,13209,町田市
814999,1,1,44599,14152,相模原市中央区
815002,241,241,44600,13209,町田市
815003,75,75,44600,13209,町田市
815004,8069,8069,44600,13209,町田市
815005,156,156,44600,13209,町田市
815006,840,840,44600,13209,町田市
815007,491,491,44600,13209,町田市
815010,8,8,44601,13224,多摩市
815009,20896,20896,44601,13225,稲城市
815010,3848,3848,44601,13225,稲城市
815011,41,41,44601,13225,稲城市
815008,5296,5296,44601,13225,稲城市
815009,19,19,44601,14135,川崎市多摩区
815008,1,1,44601,14137,川崎市麻生区
815010,7,7,44601,14137,川崎市麻生区
815014,535,535,44602,13209,町田市
815012,2395,2395,44602,13209,町田市
815012,11,11,44602,13225,稲城市
815014,370,370,44602,14137,川崎市麻生区
815012,11215,11215,44602,14137,川崎市麻生区
